index,budget,popularity,revenue,runtime,vote_average,vote_count,original_title,keywords,genres,original_language,production_companies,cast,Director,Producer,Writer,Editor,soup
2793,13000000,11.892615,0,109.0,6.0,173,The Killer Inside Me,"['sheriff', 'crimefighter']","['drama', 'thriller', 'crime']",en,"['Revolution Films', 'Indion Entertainment Group']",[],['michaelwinterbottom'],[],['Michael Winterbottom'],[],sheriff crimefighter  michaelwinterbottom drama thriller crime
2794,0,5.69872,0,118.0,6.0,94,Cat People,"['shotgun', 'attack', 'incest']","['drama', 'thriller', 'horror']",en,"['Universal Pictures', 'RKO Pictures']",[],['paulschrader'],['Charles W. Fries'],[],"['Ned Humphreys', 'Jacqueline Cambas', 'Jere Huggins']",shotgun attack incest  paulschrader drama thriller horror
2795,12500000,8.780512,27206120,101.0,5.4,177,Sorority Row,"['serialkiller', 'femalenudity', 'blood']","['thriller', 'horror', 'mystery']",en,"['Summit Entertainment', 'Karz Entertainment']",[],['stewarthendler'],"['Darrin Holender', 'Mike Karz']","['Pete Goldfinger', 'Josh Stolberg', 'Mark Rosman']",[],serialkiller femalenudity blood  stewarthendler thriller horror mystery
2796,0,4.021389,0,101.0,8.4,11,The Prisoner of Zenda,"['kidnapping', 'kingdom', 'royalty']","['drama', 'romance', 'adventure']",en,"['United Artists', 'Selznick International Pictures']",[],"['johncromwell', 'w.s.vandyke']",[],['Edward E. Rose'],['James E. Newcom'],kidnapping kingdom royalty  johncromwell w.s.vandyke drama romance adventure
2797,12000000,15.817096,11293663,106.0,7.1,509,Lars and the Real Girl,"['dyinganddeath', 'delusion', 'puppet']","['drama', 'comedy', 'romance']",en,"['Sidney Kimmel Entertainment', 'Metro-Goldwyn-Mayer (MGM)', 'Lars Productions']",[],['craiggillespie'],"['Sarah Aubrey', 'John Cameron', 'Sidney Kimmel']",['Nancy Oliver'],['Tatiana S. Riegel'],dyinganddeath delusion puppet  craiggillespie drama comedy romance
2798,12500000,34.821223,20416563,94.0,7.7,1451,The Boy in the Striped Pyjamas,"['worldwarii', 'nazis', 'concentrationcamp']","['drama', 'war']",en,"['Miramax Films', 'BBC Films', 'Heyday Films']",[],['markherman'],['David Heyman'],[],['Michael Ellis'],worldwarii nazis concentrationcamp  markherman drama war
2799,12800000,22.022228,40031879,140.0,7.6,377,Dancer in the Dark,"['murder', 'friendship', 'dyinganddeath']","['drama', 'crime', 'music']",en,"['Fine Line Features', 'Zentropa Entertainments', 'Danmarks Radio (DR)', 'SVT Drama', 'Arte', 'Memfis Film', 'France 3 Cinéma', 'Angel films', 'TV 1000', 'Canal+', 'Constantin Film Produktion', 'Yleisradio (YLE)', 'Arte France Cinéma', 'Westdeutscher Rundfunk (WDR)', 'Blind Spot Pictures Oy', 'Vrijzinnig Protestantse Radio Omroep (VPRO)', 'Film4', 'Liberator Productions', 'Icelandic Film', 'Film i Väst', 'Pain Unlimited GmbH Filmproduktion', 'Trust Film Svenska', 'Cinematograph A/S', 'What Else? B.V', 'Filmek A/S', 'Lantia Cinema & Audiovisivi']",[],['larsvontrier'],"['Tero Kaukomaa', 'Torleif Hauge', 'Poul Erik Lindeborg', 'Mogens Glad', 'Friðrik Þór Friðriksson', 'Anja Grafers', 'Vibeke Windeløv', 'Finn Gjerdrum', 'Leo Pescarolo', 'Els Vandevorst']",['Lars von Trier'],"['Molly Malene Stensgaard', 'François Gédigier']",murder friendship dyinganddeath  larsvontrier drama crime music
2800,0,0.139384,0,132.0,6.2,25,Oscar and Lucinda,"['womandirector', '19thcentury', 'australia']","['drama', 'romance']",en,"['Fox Searchlight Pictures', 'Australian Film Finance Corporation (AFFC)', 'Dalton Films']",[],['gillianarmstrong'],[],[],[],womandirector 19thcentury australia  gillianarmstrong drama romance
2801,12500000,2.950618,1227324,99.0,7.3,31,The Funeral,"['murder', 'violence', 'suicide']","['drama', 'crime']",en,['C&P Productions'],[],['abelferrara'],[],['Nicholas St. John'],[],murder violence suicide  abelferrara drama crime
2802,15000000,7.497306,5024782,90.0,5.8,84,Solitary Man,"['infidelity', 'comedy', 'loneliness']","['drama', 'comedy', 'romance']",en,"['Smartest Man Productions', 'Millennium Films', 'Paul Schiff Productions']",[],"['briankoppelman', 'davidlevien']","['Steven Soderbergh', 'Paul Schiff']",[],[],infidelity comedy loneliness  briankoppelman davidlevien drama comedy romance
2803,20000000,26.396191,31327899,105.0,6.3,1150,Machete,"['politician', 'illegalimmigration', 'immigrationlaw']","['comedy', 'thriller', 'action']",en,"['Dune Entertainment', 'Dune Entertainment III', 'Troublemaker Studios', 'Overnight Films']",[],"['ethanmaniquis', 'robertrodriguez']","['Rick Schwartz', 'Robert Rodriguez', 'Elizabeth Avellan']",[],"['Robert Rodriguez', 'Rebecca Rodriguez']",politician illegalimmigration immigrationlaw  ethanmaniquis robertrodriguez comedy thriller action
2804,12500000,6.546037,1083683,108.0,6.0,94,Casino Jack,"['duringcreditsstinger', 'biography']","['drama', 'comedy', 'crime']",en,"['An Olive Branch Productions', 'Rollercoaster Entertainment', 'Vortex Words Pictures', 'Hannibal Pictures', 'Trigger Street Productions', 'Bagman (2009)', 'MCG']",[],['georgehickenlooper'],[],['Norman Snider'],[],duringcreditsstinger biography  georgehickenlooper drama comedy crime
2805,12300000,28.670193,84460846,69.0,7.0,640,The Land Before Time,"['dinosaur', 'lossofmother', 'tyrannosaurusrex']","['adventure', 'family', 'animation']",en,"['Lucasfilm', 'Universal Pictures', 'Amblin Entertainment', 'Sullivan Bluth Studios', 'U-Drive Productions', 'Universal City Studios']",[],['donbluth'],"['John Pomeroy', 'Gary Goldman', 'Don Bluth']",[],"['John K. Carr', 'Dan Molina']",dinosaur lossofmother tyrannosaurusrex  donbluth adventure family animation
2806,0,9.572705,15,140.0,7.4,133,태극기 휘날리며,"['archaeologist', 'northkorea', 'airraid']","['drama', 'action', 'adventure']",ko,['Showbox Entertainment'],[],['kangje-gyu'],"['Lee Se-ho', 'Lee Seong-hun']",[],"['Park Gok-ji', 'Jeong Jin-hui']",archaeologist northkorea airraid  kangje-gyu drama action adventure
2807,12500000,0.903529,3878993,118.0,6.3,30,The Perfect Game,"['sport', 'basedontruestory', 'familyrelationships']","['drama', 'family']",en,"['HighRoad Entertainment', 'Prelude Pictures', 'Lone Runner Entertainment', 'Kenio Films', 'Perfect Game, The']",[],['williamdear'],"['David Salzberg', 'W. William Winokur', 'Daniel de Liege', 'Michael O. Gallant', 'Christian Tureaud', 'Mark W. Koch']",['W. William Winokur'],[],sport basedontruestory familyrelationships  williamdear drama family
2808,8000000,47.584643,441306145,122.0,7.5,2005,The Exorcist,"['demon', 'priest', 'christian']","['drama', 'thriller', 'horror']",en,"['Warner Bros.', 'Hoya Productions']",[],['williamfriedkin'],['William Peter Blatty'],[],"['Norman Gay', 'Evan A. Lottman']",demon priest christian  williamfriedkin drama thriller horror
2809,7000000,50.152327,470654000,124.0,7.5,2542,Jaws,"['dyinganddeath', 'shark', 'shipwreck']","['thriller', 'adventure', 'horror']",en,"['Universal Pictures', 'Zanuck/Brown Productions']",[],['stevenspielberg'],"['Richard D. Zanuck', 'David Brown']",[],['Verna Fields'],dyinganddeath shark shipwreck  stevenspielberg thriller adventure horror
2810,11000000,60.767168,235483004,95.0,6.4,2296,American Pie,"['teenager', 'comingofage', 'graduation']","['comedy', 'romance']",en,"['Universal Pictures', 'Summit Entertainment', 'Newmarket Capital Group', 'Zide-Perry Productions']",[],"['chrisweitz', 'paulweitz']","['Chris Weitz', 'Warren Zide', 'Chris Moore', 'Craig Perry']",[],['Priscilla Nedd-Friendly'],teenager comingofage graduation  chrisweitz paulweitz comedy romance
2811,12516654,11.103202,8109160,78.0,7.6,142,Ernest et Célestine,"['friendship', 'bear', 'musician']","['drama', 'comedy', 'family']",fr,"['StudioCanal', 'La Parti Productions', 'Les Armateurs', 'Melusine Productions', 'Maybe Movies', 'Gkids']",[],"['vincentpatar', 'stéphaneaubier', 'benjaminrenner']","['Henri Magalon', 'Stephan Roelants', 'Vincent Tavier', 'Didier Brunner']",[],[],friendship bear musician  vincentpatar stéphaneaubier benjaminrenner drama comedy family
2812,25000000,15.26213,79817939,94.0,5.6,304,The Golden Child,"['demon', 'evil', 'wretch']","['comedy', 'action', 'adventure']",en,['Paramount Pictures'],[],['michaelritchie'],"['Robert D. Wachs', 'Edward S. Feldman']",[],['Richard A. Harris'],demon evil wretch  michaelritchie comedy action adventure
2813,12000000,6.035152,96070507,122.0,6.9,281,Think Like a Man,"['duringcreditsstinger', 'love', 'relationship']","['comedy', 'romance']",en,['Rainforest Films'],[],['timstory'],['William Packer'],"['David A. Newman', 'Keith Merryman']",['Peter S. Elliot'],duringcreditsstinger love relationship  timstory comedy romance
2814,12000000,10.297189,75781642,102.0,6.2,137,Barbershop,"['neighbor', 'hoodlum', 'debt']","['drama', 'comedy']",en,['Metro-Goldwyn-Mayer (MGM)'],[],['timstory'],"['Mark Brown', 'Robert Teitel', 'George Tillman, Jr.']",[],['John Carter'],neighbor hoodlum debt  timstory drama comedy
2815,12000000,22.434102,96800000,113.0,7.3,675,Star Trek II: The Wrath of Khan,"['spaceopera', 'midlifecrisis', 'selfsacrifice']","['thriller', 'action', 'adventure']",en,['Paramount Pictures'],[],['nicholasmeyer'],['Robert Sallin'],[],['William Paul Dornisch'],spaceopera midlifecrisis selfsacrifice  nicholasmeyer thriller action adventure
2816,15000000,41.249004,107217396,86.0,6.4,1648,Ace Ventura: Pet Detective,"['dolphin', 'privatedetective', 'mascot']","['comedy', 'mystery']",en,"['Warner Bros.', 'Morgan Creek Productions']",[],['tomshadyac'],['James G. Robinson'],[],['Don Zimmerman'],dolphin privatedetective mascot  tomshadyac comedy mystery
2817,12000000,23.161754,79567667,114.0,7.0,504,WarGames,"['fbi', 'government', 'artificialintelligence']","['thriller', 'sciencefiction']",en,"['United Artists', 'Sherwood Productions']",[],['johnbadham'],"['Harold Schneider', 'Richard Hashimoto']",[],['Tom Rolf'],fbi government artificialintelligence  johnbadham thriller sciencefiction
2818,12000000,19.195399,68706993,113.0,7.0,375,Witness,"['suspense', 'corruption', 'detective']","['drama', 'thriller', 'romance']",en,['Paramount Pictures'],[],['peterweir'],['Edward S. Feldman'],[],['Thom Noble'],suspense corruption detective  peterweir drama thriller romance
2819,12000000,21.958055,81272766,110.0,6.3,417,Act of Valor,"['duringcreditsstinger', 'submarine', 'pistol']","['thriller', 'action', 'war']",en,"['Relativity Media', 'Bandito Brothers']",[],"['mikemccoy', 'scottwaugh']","['Mike McCoy', 'Scott Waugh']",['Kurt Johnstad'],"['Michael Tronick', 'Scott Waugh']",duringcreditsstinger submarine pistol  mikemccoy scottwaugh thriller action war
2820,12000000,45.477802,114194847,104.0,6.7,1060,Step Up,"['womandirector', 'newlove', 'dancing']","['drama', 'romance', 'crime']",en,"['Summit Entertainment', 'Offspring Entertainment', 'Touchstone Pictures', 'Eketahuna LLC']",[],['annefletcher'],"['Adam Shankman', 'Jennifer Gibgot', 'Patrick Wachsberger', 'Erik Feig']",[],['Nancy Richardson'],womandirector newlove dancing  annefletcher drama romance crime
2821,12000000,12.60629,0,81.0,6.5,168,Beavis and Butt-Head Do America,"['hotel', 'casino', 'basedontvseries']","['comedy', 'animation']",en,"['Paramount Pictures', 'Geffen Pictures', 'MTV Films']",[],['mikejudge'],"['Mike Judge', 'John Andrews']",[],[],hotel casino basedontvseries  mikejudge comedy animation
2822,12000000,40.631671,39673162,154.0,7.3,1514,Jackie Brown,"['police', 'drug', 'weapon']","['comedy', 'romance', 'crime']",en,['Miramax Films'],[],['quentintarantino'],['Lawrence Bender'],[],['Sally Menke'],police drug weapon  quentintarantino comedy romance crime
2823,12000000,26.219598,43493123,107.0,6.2,497,Harold & Kumar Escape from Guantanamo Bay,"['duringcreditsstinger', 'aftercreditsstinger', 'terrorist']","['comedy', 'adventure']",en,['New Line Cinema'],[],"['jonhurwitz', 'haydenschlossberg']",[],[],['Jeff Freeman'],duringcreditsstinger aftercreditsstinger terrorist  jonhurwitz haydenschlossberg comedy adventure
2824,15000000,64.504747,145000000,84.0,6.6,1935,Chronicle,"['aftercreditsstinger', 'friendship', 'teenager']","['drama', 'thriller', 'sciencefiction']",en,"['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Davis Entertainment', 'Adam Schroeder Productions']",[],['joshtrank'],"['Adam Schroeder', 'John Davis']",[],['Elliot Greenberg'],aftercreditsstinger friendship teenager  joshtrank drama thriller sciencefiction
2825,12000000,3.389249,30400000,132.0,6.2,51,Yentl,"['womandirector', 'music', 'disguise']","['drama', 'romance', 'music']",en,"['United Artists', 'Barwood Films', 'Ladbroke']",[],['barbrastreisand'],"['Barbra Streisand', 'Rusty Lemorande']",[],['Terry Rawlings'],womandirector music disguise  barbrastreisand drama romance music
2826,5000000,14.779537,42365581,116.0,6.6,249,Time Bandits,"['independentfilm', 'magic', 'timetravel']","['comedy', 'adventure', 'sciencefiction']",en,['Handmade Films Ltd.'],[],['terrygilliam'],['Terry Gilliam'],"['Terry Gilliam', 'Michael Palin']",['Julian Doyle'],independentfilm magic timetravel  terrygilliam comedy adventure sciencefiction
2827,12000000,6.703319,61141030,93.0,4.7,158,Crossroads,"['womandirector', 'sex', 'friendship']","['drama', 'comedy', 'action']",en,"['Paramount Pictures', 'MTV Films']",[],['tamradavis'],[],['Shonda Rhimes'],[],womandirector sex friendship  tamradavis drama comedy action
2828,12000000,49.070321,100000000,88.0,6.5,1564,Project X,"['teenager', 'highschool', 'party']","['comedy', 'crime']",en,"['Silver Pictures', 'Green Hat Films']",[],['nimanourizadeh'],['Todd Phillips'],[],['Jeff Groth'],teenager highschool party  nimanourizadeh comedy crime
2829,12000000,21.933822,89800000,172.0,7.3,323,Patton,"['biography', 'worldwarii', 'historicalfigure']","['drama', 'history', 'war']",en,['Twentieth Century Fox Film Corporation'],[],['franklinj.schaffner'],['Frank McCarthy'],[],['Hugh S. Fowler'],biography worldwarii historicalfigure  franklinj.schaffner drama history war
2830,12000000,20.624896,52223306,96.0,6.6,435,One Hour Photo,"['suspense', 'nudity', 'cheating']","['thriller', 'horror']",en,"['Fox Searchlight Pictures', 'Catch 23 Entertainment']",[],['markromanek'],"['Stan Wlodkowski', 'Pamela Koffler', 'Christine Vachon']",['Mark Romanek'],['Jeffrey Ford'],suspense nudity cheating  markromanek thriller horror
2831,12000000,8.083995,40855419,89.0,5.5,339,Quarantine,"['remake', 'foundfootage', 'virus']","['thriller', 'sciencefiction', 'horror']",en,"['Vertigo Entertainment', 'Screen Gems', 'Andale Pictures']",[],['johnerickdowdle'],"['Roy Lee', 'Doug Davison']","['John Erick Dowdle', 'Drew Dowdle']",[],remake foundfootage virus  johnerickdowdle thriller sciencefiction horror
2832,12000000,11.135734,56309766,98.0,5.5,281,The Eye,"['dyinganddeath', 'remake', 'sistersisterrelationship']","['drama', 'thriller', 'horror']",en,"['Paramount Vantage', 'VN Productions']",[],"['xavierpalud', 'davidmoreau']","['Don Granger', 'Michelle Manning', 'Paula Wagner']",[],['Patrick Lussier'],dyinganddeath remake sistersisterrelationship  xavierpalud davidmoreau drama thriller horror
2833,12000000,4.623609,31179516,97.0,4.7,30,Johnson Family Vacation,[],"['comedy', 'family']",en,"['Fox Searchlight Pictures', 'Bird and a Bear Entertainment', 'Hallway Pictures', 'Catch Productions']",[],['christophererskin'],['Paul Hall'],"['Earl Richey Jones', 'Todd Jones']",['John Carter'],  christophererskin comedy family
2834,12000000,11.510281,31155435,93.0,6.3,218,How High,"['teenmovie', 'cultfilm', 'university']",['comedy'],en,"['Universal Pictures', 'Jersey Films', 'Native Pictures Productions']",[],['jessedylan'],"['Shauna Garr', 'Danny DeVito', 'Michael Shamberg', 'James Ellis', 'Stacey Sher']",[],['Larry Bock'],teenmovie cultfilm university  jessedylan comedy
2835,0,15.085981,27281507,85.0,7.2,212,The Muppet Christmas Carol,"['musical', 'future', 'christmas']","['drama', 'comedy', 'family']",en,"['Walt Disney Pictures', 'Jim Henson Company, The']",[],['brianhenson'],"['Martin G. Baker', 'Brian Henson']",[],['Michael Jablow'],musical future christmas  brianhenson drama comedy family
2836,12000000,18.422327,56298474,123.0,7.3,383,Frida,"['womandirector', ""loveofone'slife"", 'disabled']","['drama', 'romance']",en,"['Miramax Films', 'Lions Gate Films', 'Ventanarosa Productions', 'Handprint Entertainment']",[],['julietaymor'],"['Lizz Speed', 'Sarah Green', 'Lindsay Flickinger', 'Jay Polstein', 'Roberto Sneider', 'Nancy Hardin', 'Salma Hayek']",[],['Françoise Bonnot'],womandirector loveofone'slife disabled  julietaymor drama romance
2837,12000000,8.410688,32726956,93.0,6.5,85,Katy Perry: Part of Me,['womandirector'],"['music', 'documentary']",en,"['Paramount Pictures', 'Imagine Entertainment', 'MTV Films', 'Insurge Pictures']",[],"['janelipsitz', 'dancutforth']","['Brian Grazer', 'Ron Howard']",[],[],womandirector  janelipsitz dancutforth music documentary
2838,12000000,74.358971,307166834,125.0,7.6,3759,The Fault in Our Stars,"['basedonnovel', 'teenager', 'basedonyoungadultnovel']","['drama', 'romance']",en,"['Fox 2000 Pictures', 'Temple Hill Entertainment', 'TSG Entertainment']",[],['joshboone'],"['Marty Bowen', 'Wyck Godfrey']",[],['Robb Sullivan'],basedonnovel teenager basedonyoungadultnovel  joshboone drama romance
2839,12000000,18.422008,22921898,121.0,6.9,439,Rounders,"['gambling', 'law', 'compulsivegambling']","['drama', 'crime']",en,"['Miramax Films', 'Spanky Pictures']",[],['johndahl'],"['Joel Stillerman', 'Ted Demme']",[],['Scott Chestnut'],gambling law compulsivegambling  johndahl drama crime
2840,0,15.896312,25434291,102.0,6.3,210,Top Five,"['reporter', 'interview', 'moviestar']","['drama', 'comedy']",en,"['Paramount Pictures', 'IAC Film', 'Jax Media']",[],['chrisrock'],"['Scott Rudin', 'Eli Bush']",['Chris Rock'],['Anne McCabe'],reporter interview moviestar  chrisrock drama comedy
2841,12000000,8.61659,54000000,102.0,5.4,25,Prophecy,"['monster', 'mutant', 'nativeamerican']","['sciencefiction', 'horror']",en,['Paramount Pictures'],[],['johnfrankenheimer'],['Robert L. Rosen'],['David Seltzer'],[],monster mutant nativeamerican  johnfrankenheimer sciencefiction horror
2842,12000000,6.044161,21133087,99.0,6.5,330,Stir of Echoes,"['murder', 'suspense', 'secret']","['thriller', 'horror', 'mystery']",en,['Artisan Entertainment'],[],['davidkoepp'],"['Judy Hofflund', 'Gavin Polone']",[],['Jill Savitt'],murder suspense secret  davidkoepp thriller horror mystery
2843,12000000,29.019504,100129872,98.0,7.4,579,Philomena,"['journalist', 'faith', 'adoption']",['drama'],en,"['BBC Films', 'The Weinstein Company', 'Baby Cow Productions', 'Pathé', 'Yucaipa Films', 'Magnolia Mae Films']",[],['stephenfrears'],"['Gabrielle Tana', 'Steve Coogan', 'Tracey Seaward']",[],['Valerio Bonelli'],journalist faith adoption  stephenfrears drama
2844,0,6.2464,0,118.0,6.4,72,The Upside of Anger,"['sex', 'friendship', 'flashback']","['drama', 'comedy']",en,['New Line Cinema'],[],['mikebinder'],"['Jack Binder', 'Sammy Lee', 'Alex Gartner']",['Mike Binder'],"['Robin Sales', 'Steve Edwards']",sex friendship flashback  mikebinder drama comedy
2845,0,5.315213,0,125.0,6.6,101,The Boys from Brazil,"['mengele', 'nazihunter', 'paraguay']","['drama', 'thriller', 'sciencefiction']",en,"['Producers Circle', 'Incorporated Television Company']",[],['franklinj.schaffner'],[],[],['Robert Swink'],mengele nazihunter paraguay  franklinj.schaffner drama thriller sciencefiction
2846,12000000,16.931846,23006849,104.0,5.8,364,Aquamarine,"['womandirector', 'teenager', 'femalefriendship']","['comedy', 'romance', 'family']",en,"['Fox 2000 Pictures', 'Storefront Pictures']",[],['elizabethallenrosenbaum'],['Susan Cartsonis'],[],['Jane Moran'],womandirector teenager femalefriendship  elizabethallenrosenbaum comedy romance family
2847,12000000,64.610671,85512300,109.0,6.1,1937,Paper Towns,"['friendship', 'teenager', 'highschool']","['drama', 'romance', 'mystery']",en,['Fox 2000 Pictures'],[],['jakeschreier'],"['Marty Bowen', 'Wyck Godfrey']",[],['Jennifer Lame'],friendship teenager highschool  jakeschreier drama romance mystery
2848,0,4.480167,51,86.0,4.3,15,My Baby's Daddy,"['womandirector', 'birth', 'fatherhood']",['comedy'],en,[],[],['cheryldunye'],[],[],[],womandirector birth fatherhood  cheryldunye comedy
2849,12000000,29.223881,17654912,115.0,7.4,636,Nebraska,"['smalltown', 'roadtrip', 'aging']","['drama', 'adventure']",en,"['Paramount Vantage', 'Bona Fide Productions']",[],['alexanderpayne'],"['Ron Yerxa', 'Albert Berger']",['Bob Nelson'],['Kevin Tent'],smalltown roadtrip aging  alexanderpayne drama adventure
2850,0,7.710797,0,92.0,6.7,94,Tales from the Crypt: Demon Knight,"['blood', 'prostitute', 'demon']","['comedy', 'thriller', 'horror']",en,"['Universal Pictures', 'Tales From The Crypt Holdings']",[],['ernestr.dickerson'],"['A L Katz', 'Richard Edlund', 'Gilbert Adler']","['Ethan Reiff', 'Cyrus Voris', 'Mark Bishop']",['Stephen Lovejoy'],blood prostitute demon  ernestr.dickerson comedy thriller horror
2851,12000000,1.081822,17292381,86.0,5.4,33,Max Keeble's Big Move,[],"['comedy', 'sciencefiction', 'family']",en,"['Walt Disney Pictures', 'Karz Entertainment']",[],['timhill'],[],[],[],  timhill comedy sciencefiction family
2852,12000000,16.183746,22939027,94.0,5.6,364,Young Adult,"['jealousy', 'divorce', 'writer']","['drama', 'comedy']",en,"['Paramount Pictures', 'Denver and Delilah Productions', 'Indian Paintbrush']",[],['jasonreitman'],"['Mason Novick', 'Lianne Halfon', 'Jason Reitman', 'Russell Smith', 'Diablo Cody']",[],['Dana E. Glauberman'],jealousy divorce writer  jasonreitman drama comedy
2853,12000000,47.992817,42931041,88.0,6.6,1151,Crank,"['aftercreditsstinger', 'revenge', 'nudity']","['thriller', 'action', 'crime']",en,"['Lions Gate Films', 'Lakeshore Entertainment', 'GreeneStreet Films', 'Radical Media']",[],"['markneveldine', 'briantaylor']","['Michael Davis', 'Tom Rosenberg', 'Skip Williamson', 'Gary Lucchesi']",[],['Brian Berdan'],aftercreditsstinger revenge nudity  markneveldine briantaylor thriller action crime
2854,0,1.20245,13960203,93.0,5.3,8,How to Be a Player,"['sex', 'friends', 'party']","['comedy', 'romance']",en,"['Island Pictures', 'Def Pictures']",[],['lionelc.martin'],[],[],[],sex friends party  lionelc.martin comedy romance
2855,12000000,0.700792,12902790,100.0,5.3,11,Living Out Loud,"['divorce', 'relationship', 'femaleprotagonist']","['drama', 'comedy', 'romance']",en,"['New Line Cinema', 'Jersey Films']",[],['richardlagravenese'],"['Stacey Sher', 'Danny DeVito', 'Michael Shamberg']",['Richard LaGravenese'],"['Jon Gregory', 'Lynzee Klingman']",divorce relationship femaleprotagonist  richardlagravenese drama comedy romance
2856,0,10.409253,21520719,100.0,6.1,99,Just Wright,['womandirector'],"['drama', 'comedy', 'romance']",en,"['Fox Searchlight Pictures', 'Dune Entertainment', 'Flavor Unit Entertainment']",[],['sanaahamri'],"['Shakim Compere', 'Debra Martin Chase', 'Queen Latifah']",['Michael Elliot'],['Melissa Kent'],womandirector  sanaahamri drama comedy romance
2857,0,14.345428,0,113.0,6.1,163,Rachel Getting Married,"['independentfilm', 'sister', 'maidofhonor']",['drama'],en,['Clinica Estetico'],[],['jonathandemme'],"['Emily Woodburne', 'Alyssa St. Vincent', 'Marc Platt', 'Jonathan Demme', 'Innbo Shim', 'Elizabeth Hayes', 'H.H. Cooper', 'Neda Armian']",['Jenny Lumet'],['Tim Squyres'],independentfilm sister maidofhonor  jonathandemme drama
2858,12000000,6.803763,0,122.0,6.4,110,The Postman Always Rings Twice,"['basedonnovel', 'murder', 'sex']","['drama', 'romance', 'crime']",en,"['Lorimar Film Entertainment', 'CIP Filmproduktion GmbH', 'Northstar International']",[],['bobrafelson'],"['Bob Rafelson', 'Charles Mulvehill']",[],['Graeme Clifford'],basedonnovel murder sex  bobrafelson drama romance crime
2859,0,19.944479,31466789,101.0,6.4,377,Girl with a Pearl Earring,"['biography', 'painting', 'maid']","['drama', 'romance']",en,"['Wild Bear Films', 'Archer Street Productions', 'Delux Productions']",[],['peterwebber'],"['Andy Paterson', 'Anand Tucker']",[],['Kate Evans'],biography painting maid  peterwebber drama romance
2860,14000000,26.967494,85000000,149.0,7.9,613,Das Boot,"['basedonnovel', 'worldwarii', 'terror']","['drama', 'action', 'adventure']",de,"['Radiant Film GmbH', 'Süddeutscher Rundfunk', 'Bavaria Film', 'Westdeutscher Rundfunk (WDR)', 'Twin Bros. Productions']",[],['wolfgangpetersen'],"['Michael Bittins', 'Günter Rohrbach', 'Ortwin Freyermuth']",[],['Hannes Nikel'],basedonnovel worldwarii terror  wolfgangpetersen drama action adventure
2861,12000000,3.444542,0,93.0,4.6,47,Sorority Boys,"['university', 'crossdressing', 'sorority']",['comedy'],en,['Touchstone Pictures'],[],['wallacewolodarsky'],"['Larry Brezner', 'Walter Hamada']",[],['Richard Halsey'],university crossdressing sorority  wallacewolodarsky comedy
2862,0,74.817641,87100449,123.0,7.8,2067,About Time,"['londonengland', 'fathersonrelationship', 'timetravel']","['drama', 'comedy', 'sciencefiction']",en,"['Working Title Films', 'Translux']",[],['richardcurtis'],"['Eric Fellner', 'Tim Bevan', 'Nicky Kentish Barnes']",['Richard Curtis'],['Mark Day'],londonengland fathersonrelationship timetravel  richardcurtis drama comedy sciencefiction
2863,0,21.064082,92863945,119.0,7.1,439,十面埋伏,"['martialarts', 'government', 'swordplay']","['drama', 'action', 'romance']",zh,['Beijing New Picture Film Co. Ltd.'],[],['zhangyimou'],"['William Kong', 'Zhang Yimou']",[],['Long Cheng'],martialarts government swordplay  zhangyimou drama action romance
2864,12000000,16.40512,35485056,100.0,6.1,294,Arbitrage,"['cover-up', 'hedgefund']","['drama', 'thriller']",en,"['Lionsgate', 'Artina Films', 'Lucky Monkey Pictures', 'Green Room Films', 'Treehouse Pictures', 'Alvernia Studios', 'LB Productions', 'Parlay Films']",[],['nicholasjarecki'],"['Robert Salerno', 'Justin Nappi', 'Laura Bickford', 'Kevin Turen']",['Nicholas Jarecki'],['Douglas Crise'],cover-up hedgefund  nicholasjarecki drama thriller
2865,12000000,32.940597,32248241,106.0,6.4,933,Project Almanac,"['teenager', 'timetravel', 'foundfootage']","['thriller', 'sciencefiction']",en,"['Paramount Pictures', 'MTV Films', 'Platinum Dunes', 'Insurge Pictures']",[],['deanisraelite'],"['Michael Bay', 'Andrew Form', 'Bradley Fuller']","['Andrew Stark', 'Jason Pagan']","['Julian Clarke', 'Martin Bernfeld']",teenager timetravel foundfootage  deanisraelite thriller sciencefiction
2866,12000000,13.427427,0,109.0,6.9,86,Cadillac Records,['womandirector'],"['drama', 'history', 'music']",en,['Parkwood Entertainment'],[],['darnellmartin'],"['Sofia Sondervan', 'Andrew Lack']",['Darnell Martin'],[],womandirector  darnellmartin drama history music
2867,0,5.359381,0,81.0,4.9,23,Screwed,[],"['comedy', 'action']",en,"['Universal Pictures', 'Robert Simonds Productions']",[],"['scottalexander', 'larrykaraszewski']",[],"['Scott Alexander', 'Larry Karaszewski']",['Michael Jablow'],  scottalexander larrykaraszewski comedy action
2868,8000000,8.708229,6739141,95.0,5.7,168,Fortress,"['dystopia', 'prison', 'escape']","['thriller', 'action', 'sciencefiction']",en,"['Village Roadshow Pictures', 'Davis Entertainment', 'Fortress Films']",[],['stuartgordon'],"['John Flock', 'John Davis']",[],['Tim Wellburn'],dystopia prison escape  stuartgordon thriller action sciencefiction
2869,12000000,4.330428,5542025,86.0,5.9,43,For Your Consideration,[],"['drama', 'comedy']",en,['Shangri-La Entertainment'],[],['christopherguest'],[],"['Eugene Levy', 'Christopher Guest']",[],  christopherguest drama comedy
